Depth CCSF-A (mcd),Al/Ti
81.46,0.741725448
81.5,0.853857791
81.52,0.819417476
81.58,0.755503145
81.62,0.827182191
81.66,0.68240075
81.7,0.758435354
81.74,0.7551197
81.78,0.693505808
81.82,0.728104899
81.86,0.682150313
81.9,0.810287241
81.94,0.791839148
81.98,0.711624617
82.02,0.67742993
82.06,0.749678526
82.1,0.755635708
82.16,0.835759407
82.2,0.750241546
82.24,0.706068125
82.28,0.745233969
82.32,0.799500139
82.36,0.762965051
82.4,0.733619764
82.44,0.745590593
82.48,0.775554187
82.52,0.847536618
82.56,0.626391097
82.6,0.674474315
82.64,0.763315217
82.68,0.704508419
82.72,0.782304265
82.75,0.75952986
82.8,0.844667144
82.84,0.771361989
82.88,0.833211233
82.92,0.823786283
82.96,0.782643312
83,0.835134386
83.04,0.701553557
83.08,0.670165812
83.12,0.775784753
83.16,0.842907093
83.19,0.768279214
83.2,0.819557625
83.24,0.715228338
83.28,0.795527157
83.32,0.855450875
83.36,0.77201417
83.4,0.596577822
83.44,0.543871273
83.48,0.535729605
83.52,0.595415527
83.56,0.609613249
83.6,0.576060388
83.67,0.529653285
83.71,0.543664213
83.75,0.515776081
83.79,0.501038781
83.83,0.560609096
83.87,0.57401844
83.91,0.558324924
83.95,0.600493583
83.99,0.623761068
84.035,0.54623474
84.07,0.538025508
84.11,0.613729756
84.15,0.626116259
84.19,0.615635179
84.23,0.643887147
84.27,0.661628624
84.31,0.623090935
84.14,0.411061524
84.16,0.553890236
84.22,0.464875059
84.26,0.496077406
84.3,0.462324961
84.34,0.497976151
84.38,0.478128286
84.42,0.505109976
84.46,0.519418074
84.5,0.520999276
84.54,0.499410314
84.58,0.507080955
84.62,0.497855493
84.66,0.529636503
84.7,0.570696483
84.74,0.574700855
84.78,0.553750305
84.82,0.542965779
84.86,0.561218224
84.9,0.603987241
84.94,0.600031456
84.98,0.616838955
85.02,0.605743459
85.06,0.616631642
85.1,0.627746592
85.14,0.557021912
85.18,0.549605546
85.22,0.562401678
85.26,0.539817629
85.3,0.469978103
85.34,0.493515266
85.38,0.558173983
85.42,0.528071821
85.46,0.523277467
85.5,0.545516769
85.54,0.514242257
85.58,0.503683241
84.39,0.714200477
84.43,0.57233402
84.47,0.564079008
84.51,0.597052846
84.55,0.601516919
84.59,0.497767614
84.62,0.393214683
84.67,0.573149206
85.64,0.541824862
85.68,0.512
85.72,0.558597199
85.76,0.530938124
85.8,0.592732085
85.84,0.570028818
85.88,0.485586271
85.92,0.519876285
85.96,0.590167279
86,0.596974029
86.04,0.505313093
86.08,0.512389053
86.12,0.574371183
86.16,0.556379364
86.2,0.54538971
86.24,0.577863258
86.28,0.516219869
86.32,0.559599541
86.36,0.512177276
86.4,0.587898235
86.44,0.548116277
86.485,0.549834833
86.52,0.631329114
86.56,0.560701898
86.6,0.590732265
86.64,0.497842291
86.68,0.51565577
86.72,0.545126706
86.76,0.530359224
86.8,0.526789948
86.84,0.535486203
86.88,0.582743563
86.92,0.502496533
86.96,0.559391749
87,0.557626888
87.04,0.52943511
87.08,0.664716399
87.15,0.490155566
87.19,0.535202492
87.23,0.608025177
87.27,0.549639405
87.31,0.601626016
87.35,0.708752773
87.39,0.640310569
87.43,0.581830065
87.47,0.67997305
87.51,0.792571153
87.55,0.689254598
87.59,0.670849205
87.63,0.689806452
87.67,0.64658444
87.71,0.696215986
87.75,0.704630496
87.79,0.699712326
87.83,0.642857143
87.87,0.68698597
87.91,0.615626032
87.95,0.642513576
87.99,0.637655127
88.03,0.747006369
88.07,0.688691233
88.11,0.741007194
88.15,0.719942748
88.19,0.732487186
88.23,0.635169575
88.27,0.612959442
88.31,0.651340996
88.35,0.63226366
88.39,0.709646609
88.43,0.601213697
88.47,0.579062637
88.51,0.625467626
88.55,0.638655462
88.59,0.63355254
88.66,0.630136986
88.7,0.659530606
88.74,0.623738196
88.78,0.591495461
88.82,0.56880531
88.86,0.648139848
88.9,0.680447563
88.94,0.676525336
88.98,0.694817658
89.02,0.774096386
89.06,0.782376502
89.1,0.712916112
89.14,0.67371673
89.18,0.745342976
89.22,0.717171717
89.26,0.706974128
89.3,0.681962412
89.34,0.72078252
89.38,0.699540665
89.42,0.732422431
89.46,0.729479479
89.5,0.672220841
89.54,0.763924964
89.58,0.710449693
89.62,0.682783404
89.66,0.707474985
89.7,0.652927278
89.74,0.629079539
89.78,0.620293052
89.82,0.552379571
89.86,0.584555771
89.9,0.58326168
89.94,0.63319641
89.98,0.611812627
90.16,0.504313444
90.2,0.5353714
90.24,0.539052848
90.28,0.530028704
90.32,0.492702471
90.36,0.510540437
90.4,0.489600955
90.44,0.585071211
90.48,0.573843625
90.52,0.498082784
90.56,0.463930886
90.6,0.456561223
90.64,0.484935813
90.68,0.585468625
90.72,0.530426294
90.76,0.56678365
90.8,0.513919876
90.84,0.479609929
90.88,0.514522822
90.92,0.473053318
90.96,0.507361268
91,0.496305283
91.04,0.505014806
91.08,0.501215362
91.12,0.454310057
91.16,0.470903838
91.2,0.504246384
91.24,0.500095896
91.28,0.500870322
91.32,0.504648188
91.36,0.508711825
91.4,0.523293608
91.44,0.526648684
91.48,0.504834074
91.52,0.501139721
91.56,0.512019704
91.6,0.610646474
91.67,0.526835357
91.71,0.548855322
91.75,0.518272799
91.79,0.500199681
91.83,0.487010351
91.87,0.530270035
91.91,0.541631356
91.95,0.515810092
91.99,0.483786224
92.03,0.546291453
92.07,0.569113245
92.11,0.532254959
92.15,0.464079148
92.19,0.481478599
92.23,0.489361702
92.27,0.532131804
92.31,0.569126771
92.35,0.531108948
92.39,0.526693292
92.43,0.518460134
92.47,0.500372717
92.51,0.535532498
92.55,0.528812889
92.59,0.505000516
92.63,0.529136368
92.67,0.573872951
92.71,0.592397527
92.75,0.583777609
92.79,0.679326406
92.83,0.669733947
92.87,0.629053421
92.91,0.574076843
92.95,0.573236667
92.99,0.556467019
93.03,0.523000227
93.07,0.552130326
93.11,0.607717832
93.18,0.507019951
93.22,0.579822882
93.26,0.455719102
93.3,0.503272075
93.34,0.496529117
93.38,0.515691075
93.42,0.614651494
93.46,0.595978552
93.5,0.616317129
93.54,0.511641059
93.58,0.461286967
93.62,0.452195985
93.66,0.517231821
93.7,0.585283553
93.74,0.557547656
93.78,0.497884217
93.82,0.51169414
93.64,0.417773561
93.68,0.429596074
93.72,0.416890513
93.76,0.427036887
93.8,0.462004035
93.84,0.457627119
93.88,0.508688408
93.92,0.52271265
93.96,0.535001296
94,0.525092146
94.04,0.546343537
94.08,0.578131431
94.12,0.557654803
94.16,0.526858616
94.2,0.450797287
94.24,0.428069371
94.28,0.387262683
94.32,0.400707594
94.36,0.413570771
94.4,0.441490663
94.44,0.466258712
94.48,0.46240705
94.52,0.622494798
94.56,0.483493933
94.6,0.475609756
94.64,0.458019209
94.68,0.52050317
94.72,0.477562966
94.76,0.501336228
94.8,0.399652935
94.84,0.426098807
94.88,0.442758621
94.92,0.38802297
94.96,0.420416343
95,0.422602965
95.04,0.447018392
95.08,0.434782609
95.15,0.451172191
95.19,0.443043226
95.23,0.466046191
95.27,0.46227144
95.31,0.42879233
95.35,0.40134758
95.39,0.34923339
95.43,0.422963336
95.47,0.453061224
95.51,0.461306931
95.55,0.466878083
95.59,0.474543796
95.63,0.507499778
95.67,0.503719912
95.71,0.518545789
95.75,0.49974572
95.79,0.54078712
95.83,0.512172599
95.87,0.522943365
95.91,0.465229629
95.95,0.442715614
95.99,0.447189358
96.03,0.419605748
96.07,0.440293569
96.11,0.441775148
96.15,0.414321141
96.19,0.442019872
96.23,0.445318179
96.27,0.455927278
96.31,0.465035872
96.35,0.481976646
96.39,0.459238496
96.43,0.433276238
96.47,0.464835165
96.51,0.485053038
96.55,0.47722072
96.59,0.491975963
96.65,0.4789831
96.69,0.452022861
96.73,0.483682416
96.77,0.481843003
96.81,0.455736894
96.85,0.470159151
96.89,0.452333136
96.93,0.416515096
96.97,0.407188295
97.05,0.360055191
97.17,0.424436886
97.21,0.454402413
97.25,0.436201969
97.29,0.442018023
97.33,0.434393638
97.37,0.411317009
97.41,0.406714801
97.45,0.43384808
97.49,0.473687894
97.53,0.438687899
97.57,0.431596091
97.61,0.431584478
97.65,0.418654231
97.69,0.420425126
97.72,0.424638426
97.77,0.45645077
97.81,0.452517397
97.85,0.442593928
97.89,0.452425126
97.93,0.455236981
97.97,0.438556933
98.01,0.446280452
98.05,0.451649928
98.09,0.408063088
98.18,0.343997708
98.375,0.514913888
98.4,0.408336374
98.44,0.462022254
98.48,0.438321288
98.52,0.426108374
98.56,0.480464716
98.6,0.416367981
98.64,0.457847065
98.68,0.50484684
98.72,0.443043192
98.76,0.404116512
98.8,0.449689232
98.84,0.52592271
98.88,0.462911762
99.01,0.487651332
99.04,0.399629349
99.08,0.450026724
99.12,0.479508197
99.28,0.452998872
99.32,0.451217532
99.36,0.450729628
99.4,0.49469144
99.44,0.477590684
99.48,0.48744546
99.68,0.505058747
99.72,0.360373648
99.76,0.49235257
99.8,0.399644602
99.84,0.397752107
99.88,0.505896134
99.92,0.48246555
99.96,0.527888915
100,0.442125679
100.04,0.40872818
100.08,0.426770661
100.12,0.470550459
100.16,0.505184154
100.2,0.53851579
100.24,0.488847733
100.28,0.421320284
100.32,0.48635805
100.36,0.398749694
100.4,0.445724638
100.44,0.484461082
100.48,0.48503861
100.58,0.514340192
100.6,0.548493903
100.64,0.486076143
100.68,0.495482316
100.72,0.497739486
100.76,0.453391647
100.8,0.43461618
100.84,0.533991403
100.88,0.49853093
100.92,0.44210775
100.96,0.511743554
101,0.448686207
101.04,0.514104316
101.08,0.54379533
101.115,0.514760627
101.19,0.460679496
101.23,0.397129921
101.266,0.206219968
101.27,0.249334302
101.31,0.216517622
101.35,0.425462788
101.39,0.256487026
101.43,0.2467621
101.47,0.474177231
101.51,0.487056873
101.55,0.469976644
101.59,0.496251363
101.63,0.506632881
101.67,0.552946455
101.71,0.48486037
101.75,0.468622988
101.79,0.462293794
101.83,0.482433289
101.87,0.469155354
101.91,0.489208633
101.95,0.49198358
101.99,0.500306654
102.03,0.501866252
102.07,0.537434393
102.11,0.530717342
102.15,0.526560425
102.19,0.510949985
102.23,0.523153942
102.27,0.493072599
102.31,0.450825389
102.35,0.513252435
102.39,0.44640965
102.43,0.472659518
102.47,0.354339176
102.51,0.433857596
102.55,0.427553152
102.59,0.47052857
102.63,0.448232468
102.71,0.402481473
102.75,0.426631237
102.79,0.441235003
102.83,0.43018823
102.87,0.439864263
102.91,0.443756932
102.95,0.465942236
102.99,0.472548099
103.03,0.497263624
103.07,0.440932274
103.11,0.404347826
103.27,0.431730492
103.31,0.463680821
103.35,0.407754502
103.39,0.463218251
103.14,0.529815883
103.18,0.306490708
103.19,0.506407606
103.22,0.552098067
103.25,0.551948052
103.3,0.527836293
103.34,0.594607017
103.38,0.551604175
103.42,0.567916563
103.46,0.547380675
103.5,0.493652344
103.54,0.488151659
103.58,0.48963907
103.62,0.478981646
103.66,0.488164124
103.7,0.528221143
103.74,0.532825397
103.78,0.536546185
103.82,0.561567164
103.86,0.5267883
103.9,0.561762509
103.94,0.554906708
103.98,0.518299445
104.02,0.516157315
104.06,0.502173643
104.1,0.494824539
104.14,0.496107666
104.18,0.54504241
104.22,0.560397039
104.26,0.498693152
104.3,0.519767864
104.34,0.463288175
104.38,0.524696491
104.42,0.492957746
104.46,0.449972885
104.5,0.478881799
104.54,0.466242728
104.56,0.476676973
103.47,0.423899211
103.51,0.409025507
103.55,0.447620263
103.59,0.447267279
103.63,0.46152937
104.64,0.468680641
104.68,0.49386845
104.72,0.462081741
104.76,0.520063422
104.8,0.566430818
104.84,0.527358843
104.88,0.543585324
104.92,0.505321722
104.96,0.51236877
105,0.52354049
105.04,0.51379626
105.08,0.502475248
105.12,0.521992883
105.16,0.561880487
105.2,0.578971325
105.24,0.588907285
105.28,0.639497368
105.32,0.62634116
105.36,0.543663821
105.4,0.541339835
105.44,0.533678161
105.48,0.552991453
105.52,0.519438244
105.56,0.517119884
105.6,0.524641172
105.64,0.531209503
105.68,0.503804994
105.72,0.519958662
105.76,0.511898017
105.8,0.54479873
105.84,0.580009534
105.88,0.584518892
105.92,0.559874093
105.96,0.563371956
106,0.514726972
106.04,0.492783757
106.062,0.507766272
106.14,0.375065824
106.18,0.37556615
106.22,0.414214398
106.26,0.452479634
106.3,0.448015995
106.34,0.491146459
106.38,0.488365329
106.42,0.497825412
106.46,0.479681275
106.5,0.488863599
106.54,0.50435652
106.58,0.514982164
106.62,0.468192488
106.66,0.458537082
106.7,0.419221042
106.74,0.470981929
106.78,0.471166928
106.82,0.471196777
106.86,0.514379622
106.9,0.521112767
106.94,0.51564143
106.98,0.54192313
107.02,0.513959732
107.06,0.488151058
107.1,0.505326414
107.14,0.500939967
107.18,0.484402296
107.22,0.527186761
107.26,0.527732463
107.3,0.524979413
107.34,0.561320755
107.38,0.546820983
107.42,0.548515143
107.46,0.530966767
107.5,0.490222623
107.54,0.607725707
107.58,0.639975827
107.68,0.606456044
107.72,0.586687797
107.76,0.554831532
107.8,0.602505695
107.84,0.566499373
107.88,0.556463239
107.92,0.571490719
107.96,0.566920852
108,0.596762941
108.04,0.585186143
108.08,0.543294118
108.12,0.57369403
108.16,0.59721871
108.2,0.592875926
108.24,0.565547003
108.28,0.535912831
108.32,0.555363322
108.36,0.583881579
108.4,0.547508391
108.44,0.574323303
108.48,0.606373008
108.52,0.560428125
108.534,0.517941874
108.56,0.475568182
108.6,0.516011928
108.64,0.434419382
108.68,0.440021885
108.72,0.488448845
108.76,0.417326502
108.8,0.417700231
108.84,0.420384412
108.88,0.462318417
108.92,0.500934169
108.96,0.508263473
109,0.527285415
109.015,0.561535132
109.19,0.613098923
109.23,0.545320249
109.27,0.524567664
109.31,0.519574674
109.35,0.472792656
109.39,0.497231451
109.43,0.464421961
109.47,0.49337545
109.51,0.530135747
109.55,0.486977526
109.59,0.558604016
109.63,0.533012821
109.67,0.524171347
109.71,0.587483734
109.75,0.516929226
109.79,0.532679352
109.83,0.531756206
109.87,0.478044124
109.91,0.491726213
109.95,0.462787551
109.99,0.501014363
110.03,0.494973437
110.07,0.495898468
110.11,0.505407291
110.145,0.534523166
110.19,0.560199427
110.235,0.53334083
110.27,0.59570011
110.31,0.53577371
110.35,0.5386066
110.39,0.521474963
110.43,0.51658671
110.47,0.498838266
110.51,0.541529266
110.55,0.54908801
110.59,0.49596322
110.62,0.501205612
110.7,0.503468146
110.74,0.478613837
110.78,0.510301741
110.82,0.530169492
110.86,0.640389591
110.9,0.584927441
110.94,0.588429207
110.98,0.591234794
111.02,0.712317115
111.06,0.640597112
111.1,0.650098749
111.14,0.609756098
111.18,0.610025221
111.22,0.609238452
111.26,0.509497207
111.3,0.529109409
111.34,0.499129544
111.38,0.515970235
111.42,0.522070196
111.46,0.566382801
111.5,0.599134601
111.54,0.569640826
111.58,0.55486344
111.665,0.56644104
111.7,0.634307585
111.74,0.606641804
111.78,0.632520325
111.82,0.642304385
111.86,0.628302235
111.9,0.620270739
111.94,0.630319603
111.98,0.634452297
112.02,0.660612176
112.06,0.675929083
112.1,0.609326263
112.13,0.638716182
112.21,0.62254902
112.25,0.574107884
112.29,0.644676682
112.33,0.624419164
112.37,0.645098986
112.41,0.631055502
112.45,0.552619234
112.49,0.576118491
112.53,0.637183013
112.57,0.590291559
112.61,0.567936736
112.65,0.685890653
112.69,0.620744766
112.73,0.649902709
112.743,0.60837402
112.68,0.3862188
112.72,0.404563605
112.76,0.456868261
112.8,0.406076325
112.84,0.488129403
112.88,0.450970632
112.92,0.491454082
112.96,0.492673486
113,0.463647359
113.04,0.45998933
113.08,0.514372363
113.12,0.477127398
113.16,0.463589077
113.2,0.473001588
113.24,0.460634548
113.28,0.466454052
113.32,0.508066549
113.36,0.479112754
113.4,0.479367662
113.44,0.481381011
113.48,0.453647231
113.52,0.483704974
113.56,0.48461734
113.6,0.494136676
113.64,0.4717477
113.68,0.471738048
113.72,0.473061459
113.76,0.483680597
113.8,0.483468126
113.84,0.481425703
113.88,0.481242236
113.92,0.478092784
113.96,0.478595203
114,0.496605011
114.04,0.461698175
114.08,0.454479507
114.14,0.525697504
114.18,0.57365224
114.22,0.593053983
114.26,0.620947298
114.3,0.697131026
114.34,0.66510744
114.38,0.613636364
114.42,0.676133761
114.46,0.689485459
114.5,0.671540393
114.54,0.664621392
114.58,0.627001067
114.62,0.56975968
114.66,0.570286278
114.7,0.557976863
114.74,0.500723343
114.78,0.531815427
114.82,0.515112922
114.86,0.519131246
114.9,0.535140101
114.94,0.580451587
114.98,0.551370652
115.02,0.588242544
115.06,0.598136887
115.1,0.579061741
115.14,0.591226708
115.18,0.569407604
115.22,0.595024876
115.26,0.547085714
115.3,0.541657284
115.34,0.516513097
115.38,0.525230855
115.42,0.558684025
115.46,0.551162057
115.5,0.568733439
115.54,0.588709677
115.58,0.6
115.65,0.611667811
115.69,0.577383409
115.73,0.581380208
115.77,0.586892686
115.81,0.574500555
115.85,0.584299517
115.89,0.613241277
115.93,0.619907856
115.97,0.564069915
116.01,0.582981487
116.05,0.580457591
116.09,0.638157895
116.13,0.609226771
116.17,0.607853982
116.21,0.614539536
116.25,0.66496903
116.29,0.654717484
116.33,0.601954928
116.37,0.619489264
116.41,0.586126374
116.45,0.567198468
116.49,0.587070472
116.53,0.582312449
116.57,0.559350571
116.61,0.563890655
116.65,0.478275181
116.69,0.543753366
116.73,0.532462391
116.77,0.582314588
116.81,0.613253012
116.85,0.594151323
116.9,0.519592227
116.93,0.579591205
116.97,0.59525459
117.01,0.593966769
117.04,0.593970179
117.09,0.574986751
117.17,0.491308667
117.21,0.452014566
117.25,0.460595049
117.29,0.464413519
117.33,0.508576226
117.37,0.44325798
117.41,0.490311005
117.45,0.522488658
117.49,0.577723709
117.53,0.489269768
117.54,0.496376276
117.55,0.528279538
117.56,0.516227181
117.57,0.521763085
117.58,0.486566761
117.61,0.556380824
117.65,0.527529346
117.69,0.518616242
117.73,0.552121903
117.77,0.527902119
117.81,0.51973001
117.85,0.533136604
117.89,0.475943345
117.93,0.510135479
117.97,0.489396255
118.01,0.476725672
118.05,0.475815317
118.09,0.48457064
118.13,0.494649805
118.17,0.5049598
118.21,0.508787443
118.25,0.546358836
118.29,0.537558685
118.33,0.528283797
118.37,0.576599541
118.41,0.585891153
118.45,0.569303248
118.49,0.56632786
118.52,0.584579181
118.68,0.524366042
118.72,0.516115077
118.76,0.542213167
118.8,0.486873782
118.84,0.480553794
118.88,0.481612805
118.92,0.530067307
118.96,0.502283626
119,0.501736306
119.04,0.556550424
119.08,0.549224711
119.12,0.542227348
119.16,0.545192182
119.2,0.595592705
119.24,0.516785911
119.28,0.599792254
119.315,0.52660261
119.36,0.58921792
119.4,0.608039403
119.44,0.581503446
119.48,0.591267923
119.52,0.572637944
119.56,0.590185676
119.6,0.557728411
119.64,0.613587125
119.68,0.558297258
119.72,0.543493585
119.76,0.576010355
119.8,0.567975831
119.84,0.579454696
119.88,0.624187453
119.92,0.572124756
119.96,0.59847723
120,0.591516894
120.04,0.576616987
120.08,0.552300696
120.12,0.535965028
120.2,0.470309451
120.23,0.47571815
120.27,0.527315261
120.31,0.489544895
120.35,0.530720044
120.39,0.491774008
120.43,0.503508101
120.47,0.520486645
120.51,0.516710183
120.55,0.539225422
120.58,0.566419322
120.63,0.583898555
120.67,0.603802387
120.71,0.679641198
120.75,0.567060248
120.79,0.582883455
120.83,0.579695431
120.87,0.607852194
120.91,0.519887165
120.95,0.555570152
120.99,0.571191842
121.03,0.507200189
121.07,0.501671413
121.11,0.520469877
121.15,0.578158458
121.19,0.550183237
121.23,0.536999748
121.27,0.594707355
121.31,0.544561243
121.35,0.542539934
121.39,0.596824571
121.43,0.571823204
121.47,0.610242588
121.51,0.591752851
121.55,0.621004566
121.59,0.543862148
121.63,0.543843427
121.69,0.590509963
121.73,0.597750317
121.77,0.624570178
121.81,0.562241551
121.85,0.536442055
121.89,0.57217133
121.93,0.553079417
121.97,0.519842313
122.01,0.513738551
122.05,0.582352941
122.09,0.576437912
122.12,0.530211294
122.17,0.553178632
122.21,0.50295858
122.25,0.53325789
122.29,0.599791965
122.14,0.497107186
122.18,0.492170022
122.22,0.478601086
122.26,0.543822598
122.3,0.528256319
122.34,0.550151976
122.38,0.533268261
122.42,0.559851181
122.46,0.554285714
122.5,0.58044164
122.53,0.55368533
122.58,0.552127252
122.62,0.486550345
122.66,0.540048544
122.7,0.479897348
122.74,0.544836008
122.78,0.513653014
122.82,0.517572944
122.86,0.560599043
122.9,0.511703788
122.94,0.522900763
122.98,0.547870934
123.02,0.514597645
123.06,0.506100727
123.1,0.528751403
123.14,0.535945909
123.18,0.57710721
123.22,0.562606937
123.26,0.540678524
123.3,0.618113746
123.34,0.566152858
123.38,0.606643644
123.42,0.621548284
123.46,0.529722257
123.5,0.582973715
123.54,0.517720997
123.58,0.457897033
123.64,0.462792411
123.68,0.498956377
123.72,0.472799483
123.76,0.466713508
123.8,0.481770133
123.84,0.517370113
123.88,0.571151107
123.92,0.527615738
123.96,0.546167365
124,0.543678161
124.04,0.595608845
124.08,0.527385414
124.12,0.540629944
124.16,0.555288121
124.2,0.538067734
124.25,0.493928129
124.28,0.530821918
124.32,0.526717557
124.36,0.498939501
124.4,0.507340625
124.44,0.442298678
124.48,0.465027054
124.52,0.49388587
124.56,0.444041075
124.6,0.47391495
124.64,0.5118948
124.68,0.513201984
124.72,0.505333523
124.76,0.555163
124.8,0.500495961
124.84,0.524774775
124.88,0.549786291
124.92,0.516119829
124.96,0.550688705
125,0.555473006
125.04,0.525476992
125.08,0.458204624
125.15,0.464150943
125.19,0.477887545
125.23,0.435839147
125.27,0.473355212
125.31,0.51795663
125.35,0.50188253
125.39,0.491031155
125.43,0.515384615
125.47,0.540725854
125.51,0.521027119
125.55,0.548154815
125.59,0.538148391
125.63,0.524738936
125.67,0.570984456
125.71,0.495542537
125.75,0.507258548
125.79,0.557696642
125.83,0.484308049
125.87,0.496710133
125.91,0.477298887
125.95,0.521924414
125.995,0.508972633
126.03,0.562062451
126.07,0.531396546
126.11,0.523258505
126.15,0.544225352
126.185,0.537332899
126.23,0.502781568
126.27,0.567680133
126.31,0.540767386
126.35,0.524307083
126.39,0.538705249
126.43,0.533333333
126.47,0.566627907
126.51,0.560769138
126.55,0.523899002
126.59,0.551502411
126.65,0.51098238
126.69,0.510350318
126.73,0.498899648
126.77,0.490537795
126.82,0.409585674
126.85,0.431815995
126.89,0.476195001
126.93,0.451609737
126.97,0.492066873
127.01,0.486191464
127.05,0.494174544
127.09,0.531164015
127.13,0.549696008
127.17,0.531154103
127.21,0.518709507
127.25,0.480984059
127.29,0.529065095
127.33,0.493643252
127.37,0.500743126
127.41,0.527317136
127.45,0.565347363
127.49,0.531600518
127.53,0.499047821
127.57,0.464233424
127.61,0.461011225
127.655,0.492701817
127.69,0.50879051
127.73,0.4894287
127.77,0.533996238
127.81,0.430880192
127.85,0.520737966
127.89,0.475990099
127.93,0.462508842
127.97,0.500057438
128.14,0.392275518
128.18,0.431889799
128.225,0.494556035
128.26,0.545391887
128.3,0.559041445
128.34,0.557583386
128.39,0.60385718
128.42,0.576794293
128.46,0.537704918
128.5,0.51829094
128.54,0.550302364
128.59,0.48320971
128.62,0.529352098
128.66,0.548512447
128.7,0.53655761
128.74,0.468383789
128.78,0.523434661
128.82,0.544480671
128.865,0.5253537
128.9,0.482313881
128.94,0.486437613
128.98,0.506493506
129.02,0.469246888
129.06,0.485681703
129.11,0.45791524
129.14,0.576152546
129.18,0.53791847
129.22,0.516326281
129.26,0.45942804
129.3,0.457940492
129.335,0.439390734
129.38,0.471787297
129.42,0.453588876
129.46,0.478100775
129.505,0.43521925
129.54,0.439411998
129.58,0.439690344
129.64,0.478870005
129.68,0.510190444
129.72,0.521279213
129.76,0.524143203
129.8,0.498762215
129.84,0.507402423
129.88,0.519144704
129.92,0.463564306
129.96,0.421597073
130,0.410479295
130.04,0.431570494
130.08,0.417389395
130.12,0.373363339
130.16,0.41785239
130.2,0.454282964
130.24,0.437697842
130.29,0.454415189
130.32,0.494014914
130.36,0.493576542
130.4,0.540204838
130.44,0.532270916
130.48,0.540850858
130.52,0.616105562
130.56,0.553026575
130.6,0.577366049
130.64,0.509678145
130.685,0.517641854
130.72,0.496755504
130.76,0.51204488
130.8,0.493002061
130.84,0.532786885
130.88,0.522031517
130.92,0.522284549
130.96,0.5211426
131.01,0.563055267
131.04,0.591824645
131.08,0.579602309
131.15,0.545054945
131.19,0.548137109
131.23,0.560180316
131.27,0.471474704
131.31,0.526154275
131.35,0.487268155
131.39,0.480540701
131.43,0.482916728
131.47,0.503548336
131.51,0.502645503
131.55,0.516276144
131.59,0.495952345
131.63,0.496240602
131.665,0.507578101
131.63,0.443024862
131.66,0.395726496
131.69,0.489141005
131.72,0.567006803
131.75,0.594632768
131.78,0.556418722
131.81,0.515020617
131.84,0.593220339
131.87,0.582795699
131.9,0.557228334
131.93,0.603766478
131.96,0.55943662
131.99,0.590951233
132.02,0.539345404
132.05,0.531699198
132.08,0.526870991
132.11,0.513931034
132.14,0.518316351
132.17,0.501921177
132.2,0.516616677
132.23,0.546559719
132.26,0.513696314
132.29,0.522873481
132.32,0.491565188
132.35,0.525180723
132.38,0.504583879
132.41,0.518932564
132.44,0.485153091
132.47,0.476553264
132.5,0.478163641
132.53,0.50491383
132.56,0.524049881
132.59,0.559278789
132.62,0.526965342
132.65,0.53633667
132.68,0.497124493
132.71,0.536378408
132.74,0.493853554
132.77,0.514125285
132.8,0.476696648
132.83,0.480693717
132.86,0.485939968
132.89,0.51396648
132.92,0.562131121
132.95,0.507381741
132.98,0.533686378
133.01,0.48937315
133.04,0.474137931
133.07,0.51003367
131.74,0.606083308
131.78,0.528035936
131.82,0.528658797
131.86,0.592957366
131.9,0.515173836
131.94,0.538482683
131.98,0.471374742
132.02,0.570536511
133.13,0.458559354
133.16,0.508143322
133.19,0.490920635
133.22,0.532300078
133.25,0.495734471
133.28,0.502520093
133.31,0.522047487
133.34,0.561479199
133.37,0.560596241
133.4,0.55532646
133.43,0.545170314
133.46,0.538717589
133.49,0.547969498
133.52,0.594835263
133.55,0.530895124
133.58,0.585414768
133.61,0.609610728
133.64,0.557502921
133.67,0.568743977
133.7,0.581449008
133.73,0.556627256
133.76,0.560963699
133.79,0.535878501
133.82,0.543090414
133.85,0.514379271
133.88,0.508884847
133.91,0.524374177
133.94,0.510883483
133.97,0.499637418
134,0.502058218
134.03,0.5134375
134.06,0.50443787
134.09,0.534044715
134.12,0.523144252
134.15,0.510263428
134.18,0.544550741
134.21,0.572933549
134.24,0.558855487
134.27,0.5522563
134.3,0.56448332
134.33,0.573813355
134.36,0.556160124
134.39,0.538582368
134.42,0.548650345
134.45,0.534883721
134.48,0.590286426
134.51,0.627326473
134.54,0.605555556
134.57,0.649084568
134.59,0.594022688
134.64,0.450891795
134.67,0.509610877
134.7,0.570680628
134.73,0.567462139
134.76,0.565843179
134.79,0.551710954
134.82,0.557528812
134.85,0.603861659
134.88,0.61993517
134.91,0.574859578
134.94,0.597972973
134.97,0.569607167
135,0.583155857
135.03,0.569821066
135.06,0.583121597
135.09,0.536210945
135.12,0.56798419
135.15,0.527305282
135.18,0.634484143
135.21,0.605831125
135.24,0.606079797
135.27,0.613315697
135.3,0.633227417
135.33,0.636363636
135.36,0.6325811
135.39,0.624660242
135.42,0.653837072
135.45,0.613467337
135.48,0.670806267
135.51,0.622558861
135.54,0.654759713
135.57,0.656948126
135.6,0.578755848
135.63,0.657343919
135.66,0.667819365
135.69,0.6438
135.72,0.55389422
135.75,0.630745203
135.78,0.631003812
135.81,0.713265913
135.84,0.623765093
135.87,0.686953707
135.9,0.610687023
135.93,0.634477034
